variable=[
8.658866,2.000000
8.689342,1.000000
8.708209,3.000000
10.634739,2.000000
10.676100,1.000000
10.698594,3.000000
12.518458,2.000000
12.520635,3.000000
12.533696,1.000000
14.296962,2.000000
14.313651,1.000000
14.320907,3.000000
16.047165,2.000000
16.068209,3.000000
16.076916,1.000000
17.561543,2.000000
17.580408,3.000000
17.586214,1.000000
18.666666,1.000000
18.671745,3.000000
19.543945,1.000000
19.552652,3.000000
19.567165,2.000000
20.314558,1.000000
20.343582,2.000000
20.345760,3.000000
21.051065,2.000000
21.061224,1.000000
21.102585,3.000000
21.828209,2.000000
21.842722,1.000000
21.873922,3.000000
22.556009,3.000000
22.590839,1.000000
22.606802,2.000000
23.325171,3.000000
23.328798,1.000000
23.333153,2.000000
24.048616,3.000000
24.063129,2.000000
24.075464,1.000000
24.765533,3.000000
24.780771,2.000000
24.790205,1.000000
25.494785,3.000000
25.500589,2.000000
25.506395,1.000000
26.213877,3.000000
26.225487,2.000000
26.231293,1.000000
26.928617,1.000000
26.934422,2.000000
26.936598,3.000000
27.649160,3.000000
27.650612,2.000000
27.654240,1.000000
28.342857,3.000000
28.357370,2.000000
28.381315,1.000000
29.046713,3.000000
29.065578,1.000000
29.075012,2.000000
29.786848,2.000000
29.789024,1.000000
29.796282,3.000000
30.484898,2.000000
30.495056,3.000000
30.496508,1.000000
31.193832,3.000000
31.211973,1.000000
31.217777,2.000000
31.915102,3.000000
31.951384,2.000000
31.962267,1.000000
];
