"group_id","condition","trial","participant","shared","control","timestamp"
2,"123",1,"Blue",0.892261753036344,0.198971331419935,2024-12-03 14:14:40.322102
2,"123",1,"Black",0.743984146278106,0.200822675675856,2024-12-03 14:15:15.97253
2,"123",1,"Pink",0.851822405738643,0.163795790557424,2024-12-03 14:15:25.656139
2,"123",2,"Blue",0.587281675499512,0.597010346443079,2024-12-03 14:16:34.887673
2,"123",2,"Black",0.993360121280598,0.484078346831862,2024-12-03 14:16:49.418929
2,"123",2,"Pink",0.683325125331554,0.308200642519309,2024-12-03 14:16:57.924459
2,"123",3,"Blue",0.816437976853154,0.245254937817975,2024-12-03 14:18:00.543196
2,"123",3,"Black",0.929331154725904,0.395213822547625,2024-12-03 14:18:13.05604
2,"123",3,"Pink",0.757463928710673,0.260065691865348,2024-12-03 14:18:19.98678
2,"1-23",1,"Blue",0.861932242563068,0.315606019542996,2024-12-03 14:20:34.093363
2,"1-23",1,"Black",1.00346995810502,0.195268642908092,2024-12-03 14:20:52.749878
2,"1-23",1,"Pink",0.878781970603777,0.696982936262846,2024-12-03 14:20:59.619184
2,"1-23",2,"Blue",0.888891807428203,0.611821100490452,2024-12-03 14:22:04.834343
2,"1-23",2,"Black",1.02705957736202,0.198971331419935,2024-12-03 14:22:21.078001
2,"1-23",2,"Pink",0.925961209117762,0.491483723855548,2024-12-03 14:22:29.194295
2,"1-23",3,"Blue",0.929331154725904,0.506294477902921,2024-12-03 14:23:29.609679
2,"1-23",3,"Black",0.979880338848031,0.187863265884405,2024-12-03 14:23:46.352173
2,"1-23",3,"Pink",0.870357106583423,0.530361953229902,2024-12-03 14:23:56.418966
2,"231",1,"Blue",0.735559282257751,0.454456838737116,2024-12-03 14:26:37.823129
2,"231",1,"Black",0.870357106583423,0.371146347220644,2024-12-03 14:26:54.687948
2,"231",1,"Pink",0.122229181575946,0.384105757012095,2024-12-03 14:27:03.139371
2,"231",2,"Blue",0.540102436985527,0.350781560405506,2024-12-03 14:28:07.31442
2,"231",2,"Black",0.932701100334046,0.458159527248959,2024-12-03 14:28:20.297038
2,"231",2,"Pink",0.371605156578438,0.439646084689743,2024-12-03 14:28:27.27063
2,"231",3,"Blue",0.718709554217042,0.11195815139162,2024-12-03 14:29:23.361547
2,"231",3,"Black",1.00346995810502,0.0730799220172659,2024-12-03 14:29:37.9251
2,"231",3,"Pink",0.37497510218658,0.485929691087783,2024-12-03 14:29:47.094834
2,"Simultaneous",1,"Blue",0.931016127529975,0.635888575817433,2024-12-03 14:32:15.269965
2,"Simultaneous",1,"Black",0.993360121280598,0.439646084689743,2024-12-03 14:32:31.423295
2,"Simultaneous",1,"Pink",0.866987160975281,0.278579134424564,2024-12-03 14:32:37.785245
2,"Simultaneous",2,"Blue",0.909111481077053,0.589604969419393,2024-12-03 14:33:39.260851
2,"Simultaneous",2,"Black",0.92259126350962,0.176755200348876,2024-12-03 14:33:55.520065
2,"Simultaneous",2,"Pink",0.749039064690318,0.51740254343845,2024-12-03 14:34:04.889121
2,"Simultaneous",3,"Blue",0.754093983102531,0.265619724633113,2024-12-03 14:35:06.353169
2,"Simultaneous",3,"Black",0.895631698644486,0.497037756623313,2024-12-03 14:35:17.933168
2,"Simultaneous",3,"Pink",0.725449445433326,0.521105231950294,2024-12-03 14:35:24.887451
2,"312",1,"Blue",0.718709554217042,0.413727265106841,2024-12-03 14:38:00.058837
2,"312",1,"Black",0.99673006688874,0.0156882500836963,2024-12-03 14:38:09.772277
2,"312",1,"Pink",0.341275646105162,0.491483723855548,2024-12-03 14:38:16.502014
2,"312",2,"Blue",0.406989585463927,0.261917036121269,2024-12-03 14:39:17.878427
2,"312",2,"Black",0.90237158986077,0.187863265884405,2024-12-03 14:39:27.958646
2,"312",2,"Pink",0.459223742390125,0.474821625552254,2024-12-03 14:39:33.505214
2,"312",3,"Blue",0.595706539519867,0.173052511837032,2024-12-03 14:40:34.74888
2,"312",3,"Black",1.00683990371317,0.402619199571311,2024-12-03 14:40:49.416097
2,"312",3,"Pink",0.295781380395248,0.47111893704041,2024-12-03 14:40:56.485155
