"group_id","condition","trial","participant","shared","control","timestamp"
2,"231",3,3,0.37497510218658,0.485929691087783,"2024-12-03 14:29:47.094834"
2,"simultaneous",1,1,0.931016127529975,0.635888575817433,"2024-12-03 14:32:15.269965"
2,"simultaneous",1,2,0.993360121280598,0.439646084689743,"2024-12-03 14:32:31.423295"
2,"simultaneous",1,3,0.866987160975281,0.278579134424564,"2024-12-03 14:32:37.785245"
2,"simultaneous",2,1,0.909111481077053,0.589604969419393,"2024-12-03 14:33:39.260851"
2,"simultaneous",2,2,0.92259126350962,0.176755200348876,"2024-12-03 14:33:55.520065"
2,"simultaneous",2,3,0.749039064690318,0.51740254343845,"2024-12-03 14:34:04.889121"
2,"simultaneous",3,1,0.754093983102531,0.265619724633113,"2024-12-03 14:35:06.353169"
2,"simultaneous",3,2,0.895631698644486,0.497037756623313,"2024-12-03 14:35:17.933168"
2,"simultaneous",3,3,0.725449445433326,0.521105231950294,"2024-12-03 14:35:24.887451"
2,"312",1,1,0.718709554217042,0.413727265106841,"2024-12-03 14:38:00.058837"
2,"312",1,2,0.99673006688874,0.0156882500836963,"2024-12-03 14:38:09.772277"
2,"312",1,3,0.341275646105162,0.491483723855548,"2024-12-03 14:38:16.502014"
2,"312",2,1,0.406989585463927,0.261917036121269,"2024-12-03 14:39:17.878427"
2,"312",2,2,0.90237158986077,0.187863265884405,"2024-12-03 14:39:27.958646"
2,"312",2,3,0.459223742390125,0.474821625552254,"2024-12-03 14:39:33.505214"
2,"312",3,1,0.595706539519867,0.173052511837032,"2024-12-03 14:40:34.74888"
2,"312",3,2,1.00683990371317,0.402619199571311,"2024-12-03 14:40:49.416097"
2,"312",3,3,0.295781380395248,0.47111893704041,"2024-12-03 14:40:56.485155"
2,"23-1",1,1,0.511457899316322,0.550726740045039,"2024-12-03 14:44:16.880789"
2,"23-1",1,2,0.735559282257751,0.191565954396248,"2024-12-03 14:44:29.163391"
2,"23-1",1,3,0.824862840873508,0.51740254343845,"2024-12-03 14:44:34.495577"
2,"23-1",2,1,0.587281675499512,0.717347723077983,"2024-12-03 14:45:32.36768"
2,"23-1",2,2,0.82823278648165,0.226741495258759,"2024-12-03 14:45:43.213023"
2,"23-1",2,3,0.646255723641994,0.622929166025982,"2024-12-03 14:45:49.257054"
2,"23-1",3,1,0.33790570049702,0.67846949370363,"2024-12-03 14:46:45.354393"
2,"23-1",3,2,0.802958194420587,0.300795265495623,"2024-12-03 14:46:57.223915"
2,"23-1",3,3,0.646255723641994,0.537767330253588,"2024-12-03 14:47:04.040208"
