"group_id","condition","trial","participant","shared","control","timestamp"
99,"312",1,"Blue",0.41204450387614,0.674766805191786,2024-12-06 17:12:19.992967
99,"312",1,"Black",0.610871294756505,0.408173232339076,2024-12-06 17:12:22.694903
99,"312",1,"Pink",0.52662265455296,0.658104706888492,2024-12-06 17:12:26.483536
99,"312",2,"Blue",0.477758443234904,0.672915460935865,2024-12-06 17:13:34.594547
99,"312",2,"Black",0.366550238166225,0.548875395789118,2024-12-06 17:13:37.682357
99,"312",2,"Pink",0.708599717392617,0.604415723466766,2024-12-06 17:13:40.571626
