"tap_sec","group_member","condition","group_number","trial"
"5.776690",2,"seq_c",2,0
"6.312562",3,"seq_c",2,0
"6.991746",1,"seq_c",2,0
"7.588572",2,"seq_c",2,0
"8.178503",3,"seq_c",2,0
"8.818141",1,"seq_c",2,0
"9.365261",2,"seq_c",2,0
"9.918549",3,"seq_c",2,0
"10.532063",1,"seq_c",2,0
"11.099864",2,"seq_c",2,0
"11.672744",3,"seq_c",2,0
"12.241270",1,"seq_c",2,0
"12.806893",2,"seq_c",2,0
"13.336598",3,"seq_c",2,0
"13.947574",1,"seq_c",2,0
"14.702948",2,"seq_c",2,0
"15.228299",3,"seq_c",2,0
"15.784490",1,"seq_c",2,0
"16.352654",2,"seq_c",2,0
"2.663401",3,"seq_c",2,1
"3.282721",1,"seq_c",2,1
"3.872653",2,"seq_c",2,1
"4.432109",3,"seq_c",2,1
"5.071746",1,"seq_c",2,1
"5.697959",2,"seq_c",2,1
"6.259954",3,"seq_c",2,1
"6.917007",1,"seq_c",2,1
"7.481905",2,"seq_c",2,1
"8.018867",3,"seq_c",2,1
"8.578322",1,"seq_c",2,1
"9.214694",2,"seq_c",2,1
"9.754558",3,"seq_c",2,1
"10.268299",1,"seq_c",2,1
"10.911565",2,"seq_c",2,1
"11.454331",3,"seq_c",2,1
"11.898775",1,"seq_c",2,1
"12.503220",2,"seq_c",2,1
"13.027121",3,"seq_c",2,1
"13.671474",1,"seq_c",2,1
"14.233832",2,"seq_c",2,1
"14.800181",3,"seq_c",2,1
"15.319366",1,"seq_c",2,1
"15.876644",2,"seq_c",2,1
"2.628209",3,"seq_c",2,2
"3.274739",1,"seq_c",2,2
"3.848345",2,"seq_c",2,2
"4.437188",3,"seq_c",2,2
"5.044535",1,"seq_c",2,2
"5.632653",2,"seq_c",2,2
"6.179773",3,"seq_c",2,2
"6.815420",1,"seq_c",2,2
"7.369433",2,"seq_c",2,2
"7.913288",3,"seq_c",2,2
"8.528254",1,"seq_c",2,2
"9.116009",2,"seq_c",2,2
"9.701588",3,"seq_c",2,2
"10.319093",1,"seq_c",2,2
"10.880000",2,"seq_c",2,2
"11.467030",3,"seq_c",2,2
"12.066031",1,"seq_c",2,2
"12.657052",2,"seq_c",2,2
"13.180590",3,"seq_c",2,2
"13.804626",1,"seq_c",2,2
"14.346666",2,"seq_c",2,2
"15.066122",3,"seq_c",2,2
"15.648436",1,"seq_c",2,2
"16.205351",2,"seq_c",2,2
"2.608254",3,"seq_c",2,3
"3.245352",1,"seq_c",2,3
"3.857778",2,"seq_c",2,3
"4.481814",3,"seq_c",2,3
"5.076826",1,"seq_c",2,3
"5.700499",2,"seq_c",2,3
"6.326349",3,"seq_c",2,3
"6.955102",1,"seq_c",2,3
"7.496417",2,"seq_c",2,3
"8.047892",3,"seq_c",2,3
"8.669024",1,"seq_c",2,3
"9.276009",2,"seq_c",2,3
"9.873198",3,"seq_c",2,3
"10.446077",1,"seq_c",2,3
"11.057053",2,"seq_c",2,3
"11.670930",3,"seq_c",2,3
"12.225307",1,"seq_c",2,3
"12.830839",2,"seq_c",2,3
"13.466123",3,"seq_c",2,3
"14.040091",1,"seq_c",2,3
"14.653605",2,"seq_c",2,3
"15.234468",3,"seq_c",2,3
"15.822585",1,"seq_c",2,3
"16.408890",2,"seq_c",2,3
"2.676463",3,"simultaneous",2,0
"2.678277",2,"simultaneous",2,0
"2.706213",1,"simultaneous",2,0
"3.322268",3,"simultaneous",2,0
"3.336417",2,"simultaneous",2,0
"3.371973",1,"simultaneous",2,0
"3.921995",3,"simultaneous",2,0
"4.000000",2,"simultaneous",2,0
"4.019229",1,"simultaneous",2,0
"4.583401",3,"simultaneous",2,0
"4.605170",1,"simultaneous",2,0
"4.633832",2,"simultaneous",2,0
"5.248435",2,"simultaneous",2,0
"5.259320",3,"simultaneous",2,0
"5.301769",1,"simultaneous",2,0
"5.861588",3,"simultaneous",2,0
"5.923628",1,"simultaneous",2,0
"5.949750",2,"simultaneous",2,0
"6.510658",3,"simultaneous",2,0
"6.557823",2,"simultaneous",2,0
"6.585034",1,"simultaneous",2,0
"7.158639",3,"simultaneous",2,0
"7.235556",1,"simultaneous",2,0
"7.242086",2,"simultaneous",2,0
"7.847982",3,"simultaneous",2,0
"7.857778",2,"simultaneous",2,0
"7.886803",1,"simultaneous",2,0
"8.475284",3,"simultaneous",2,0
"8.516281",1,"simultaneous",2,0
"8.524626",2,"simultaneous",2,0
"9.097506",3,"simultaneous",2,0
"9.159909",1,"simultaneous",2,0
"9.160997",2,"simultaneous",2,0
"9.738232",3,"simultaneous",2,0
"9.800272",2,"simultaneous",2,0
"9.814422",1,"simultaneous",2,0
"10.415601",3,"simultaneous",2,0
"10.447528",2,"simultaneous",2,0
"10.481270",1,"simultaneous",2,0
"11.070839",3,"simultaneous",2,0
"11.104581",1,"simultaneous",2,0
"11.119819",2,"simultaneous",2,0
"11.704309",3,"simultaneous",2,0
"11.733334",1,"simultaneous",2,0
"11.742766",2,"simultaneous",2,0
"12.276463",3,"simultaneous",2,0
"12.347573",1,"simultaneous",2,0
"12.405261",2,"simultaneous",2,0
"12.985034",1,"simultaneous",2,0
"12.989025",2,"simultaneous",2,0
"13.007166",3,"simultaneous",2,0
"13.561905",3,"simultaneous",2,0
"13.651882",2,"simultaneous",2,0
"13.668209",1,"simultaneous",2,0
"14.247256",3,"simultaneous",2,0
"14.307846",2,"simultaneous",2,0
"14.327075",1,"simultaneous",2,0
"14.954740",1,"simultaneous",2,0
"14.958005",3,"simultaneous",2,0
"14.973605",2,"simultaneous",2,0
"15.545397",3,"simultaneous",2,0
"15.600544",1,"simultaneous",2,0
"15.656780",2,"simultaneous",2,0
"16.165806",3,"simultaneous",2,0
"16.242722",1,"simultaneous",2,0
"16.267756",2,"simultaneous",2,0
"16.829388",3,"simultaneous",2,0
"16.881269",2,"simultaneous",2,0
"16.900862",1,"simultaneous",2,0
"17.440001",3,"simultaneous",2,0
"17.513651",1,"simultaneous",2,0
"17.565533",2,"simultaneous",2,0
"2.612971",3,"simultaneous",2,1
"2.689524",2,"simultaneous",2,1
"2.700045",1,"simultaneous",2,1
"3.281633",3,"simultaneous",2,1
"3.352381",2,"simultaneous",2,1
"3.357823",1,"simultaneous",2,1
"3.957188",3,"simultaneous",2,1
"3.997460",1,"simultaneous",2,1
"4.044989",2,"simultaneous",2,1
"4.649796",3,"simultaneous",2,1
"4.675556",1,"simultaneous",2,1
"4.712200",2,"simultaneous",2,1
"5.312653",3,"simultaneous",2,1
"5.359093",2,"simultaneous",2,1
"5.360181",1,"simultaneous",2,1
"5.942132",3,"simultaneous",2,1
"6.001633",2,"simultaneous",2,1
"6.038640",1,"simultaneous",2,1
"6.647075",3,"simultaneous",2,1
"6.665941",1,"simultaneous",2,1
"6.695329",2,"simultaneous",2,1
"7.256598",3,"simultaneous",2,1
"7.322630",1,"simultaneous",2,1
"7.386122",2,"simultaneous",2,1
"7.950295",3,"simultaneous",2,1
"8.013787",1,"simultaneous",2,1
"8.039184",2,"simultaneous",2,1
"8.554739",3,"simultaneous",2,1
"8.690068",1,"simultaneous",2,1
"8.696961",2,"simultaneous",2,1
"9.244081",3,"simultaneous",2,1
"9.337687",1,"simultaneous",2,1
"9.429841",2,"simultaneous",2,1
"10.009615",3,"simultaneous",2,1
"10.046621",1,"simultaneous",2,1
"10.067302",2,"simultaneous",2,1
"10.660862",3,"simultaneous",2,1
"10.717823",1,"simultaneous",2,1
"10.757007",2,"simultaneous",2,1
"11.325895",3,"simultaneous",2,1
"11.409705",1,"simultaneous",2,1
"11.440544",2,"simultaneous",2,1
"12.034830",3,"simultaneous",2,1
"12.055147",1,"simultaneous",2,1
"12.111020",2,"simultaneous",2,1
"12.739410",1,"simultaneous",2,1
"12.740862",2,"simultaneous",2,1
"12.743764",3,"simultaneous",2,1
"13.355465",3,"simultaneous",2,1
"13.399728",2,"simultaneous",2,1
"13.408798",1,"simultaneous",2,1
"14.014694",3,"simultaneous",2,1
"14.051701",1,"simultaneous",2,1
"14.083265",2,"simultaneous",2,1
"14.709478",3,"simultaneous",2,1
"14.718911",1,"simultaneous",2,1
"14.752291",2,"simultaneous",2,1
"15.352381",3,"simultaneous",2,1
"15.404988",1,"simultaneous",2,1
"15.406077",2,"simultaneous",2,1
"16.018866",3,"simultaneous",2,1
"16.033379",1,"simultaneous",2,1
"16.061678",2,"simultaneous",2,1
"16.619682",1,"simultaneous",2,1
"16.684626",3,"simultaneous",2,1
"16.706032",2,"simultaneous",2,1
"17.279274",3,"simultaneous",2,1
"17.329704",1,"simultaneous",2,1
"17.345669",2,"simultaneous",2,1
"17.905849",3,"simultaneous",2,1
"17.981678",2,"simultaneous",2,1
"18.015419",1,"simultaneous",2,1
"2.671746",3,"simultaneous",2,2
"2.705125",2,"simultaneous",2,2
"2.733787",1,"simultaneous",2,2
"3.309932",3,"simultaneous",2,2
"3.329524",2,"simultaneous",2,2
"3.345850",1,"simultaneous",2,2
"3.931429",3,"simultaneous",2,2
"3.977143",2,"simultaneous",2,2
"4.009070",1,"simultaneous",2,2
"4.579411",3,"simultaneous",2,2
"4.638549",2,"simultaneous",2,2
"4.698413",1,"simultaneous",2,2
"5.261134",3,"simultaneous",2,2
"5.292698",2,"simultaneous",2,2
"5.295238",1,"simultaneous",2,2
"5.849252",3,"simultaneous",2,2
"5.916009",2,"simultaneous",2,2
"5.958095",1,"simultaneous",2,2
"6.526984",2,"simultaneous",2,2
"6.528435",3,"simultaneous",2,2
"6.571973",1,"simultaneous",2,2
"7.121270",3,"simultaneous",2,2
"7.168436",1,"simultaneous",2,2
"7.226485",2,"simultaneous",2,2
"7.758368",3,"simultaneous",2,2
"7.787392",2,"simultaneous",2,2
"7.825125",1,"simultaneous",2,2
"8.361361",3,"simultaneous",2,2
"8.401632",2,"simultaneous",2,2
"8.423038",1,"simultaneous",2,2
"8.937143",3,"simultaneous",2,2
"9.004263",2,"simultaneous",2,2
"9.053243",1,"simultaneous",2,2
"9.522358",3,"simultaneous",2,2
"9.598549",2,"simultaneous",2,2
"9.688526",1,"simultaneous",2,2
"10.235284",3,"simultaneous",2,2
"10.253424",2,"simultaneous",2,2
"10.278821",1,"simultaneous",2,2
"10.814693",3,"simultaneous",2,2
"10.872381",2,"simultaneous",2,2
"10.915556",1,"simultaneous",2,2
"11.426758",3,"simultaneous",2,2
"11.483719",2,"simultaneous",2,2
"11.506939",1,"simultaneous",2,2
"12.050068",3,"simultaneous",2,2
"12.092155",2,"simultaneous",2,2
"12.150204",1,"simultaneous",2,2
"12.662131",3,"simultaneous",2,2
"12.680998",2,"simultaneous",2,2
"12.752109",1,"simultaneous",2,2
"13.262585",3,"simultaneous",2,2
"13.314467",2,"simultaneous",2,2
"13.383039",1,"simultaneous",2,2
"13.908752",3,"simultaneous",2,2
"13.965351",2,"simultaneous",2,2
"14.015420",1,"simultaneous",2,2
"14.485623",3,"simultaneous",2,2
"14.624580",1,"simultaneous",2,2
"14.626394",2,"simultaneous",2,2
"15.127075",3,"simultaneous",2,2
"15.221043",1,"simultaneous",2,2
"15.227573",2,"simultaneous",2,2
"15.760544",3,"simultaneous",2,2
"15.851973",2,"simultaneous",2,2
"15.902040",1,"simultaneous",2,2
"16.430294",3,"simultaneous",2,2
"16.481813",2,"simultaneous",2,2
"16.545305",1,"simultaneous",2,2
"17.064489",3,"simultaneous",2,2
"17.121450",1,"simultaneous",2,2
"17.139591",2,"simultaneous",2,2
"2.639456",1,"simultaneous",2,3
"2.642358",2,"simultaneous",2,3
"2.661950",3,"simultaneous",2,3
"3.249705",3,"simultaneous",2,3
"3.293243",2,"simultaneous",2,3
"3.303764",1,"simultaneous",2,3
"3.854512",3,"simultaneous",2,3
"3.891156",2,"simultaneous",2,3
"3.967347",1,"simultaneous",2,3
"4.517370",2,"simultaneous",2,3
"4.559819",3,"simultaneous",2,3
"4.584127",1,"simultaneous",2,3
"5.159909",2,"simultaneous",2,3
"5.162086",3,"simultaneous",2,3
"5.213605",1,"simultaneous",2,3
"5.787211",2,"simultaneous",2,3
"5.794104",3,"simultaneous",2,3
"5.847075",1,"simultaneous",2,3
"6.406893",3,"simultaneous",2,3
"6.413061",2,"simultaneous",2,3
"6.483809",1,"simultaneous",2,3
"7.013877",3,"simultaneous",2,3
"7.059229",2,"simultaneous",2,3
"7.135056",1,"simultaneous",2,3
"7.699592",3,"simultaneous",2,3
"7.714467",2,"simultaneous",2,3
"7.740952",1,"simultaneous",2,3
"8.295329",3,"simultaneous",2,3
"8.359183",2,"simultaneous",2,3
"8.382403",1,"simultaneous",2,3
"8.917913",3,"simultaneous",2,3
"8.972698",2,"simultaneous",2,3
"9.019864",1,"simultaneous",2,3
"9.540499",3,"simultaneous",2,3
"9.626485",2,"simultaneous",2,3
"9.641724",1,"simultaneous",2,3
"10.147846",3,"simultaneous",2,3
"10.259954",1,"simultaneous",2,3
"10.264308",2,"simultaneous",2,3
"10.799456",3,"simultaneous",2,3
"10.882540",2,"simultaneous",2,3
"10.886168",1,"simultaneous",2,3
"11.393742",3,"simultaneous",2,3
"11.488436",1,"simultaneous",2,3
"11.534513",2,"simultaneous",2,3
"12.033379",3,"simultaneous",2,3
"12.108118",1,"simultaneous",2,3
"12.118639",2,"simultaneous",2,3
"12.643991",3,"simultaneous",2,3
"12.751020",2,"simultaneous",2,3
"12.754648",1,"simultaneous",2,3
"13.280000",3,"simultaneous",2,3
"13.326802",1,"simultaneous",2,3
"13.355827",2,"simultaneous",2,3
"13.887347",3,"simultaneous",2,3
"13.945034",1,"simultaneous",2,3
"13.948662",2,"simultaneous",2,3
"14.431202",3,"simultaneous",2,3
"14.536780",2,"simultaneous",2,3
"14.636916",1,"simultaneous",2,3
"15.177869",2,"simultaneous",2,3
"15.185488",1,"simultaneous",2,3
"15.195284",3,"simultaneous",2,3
"15.803719",3,"simultaneous",2,3
"15.812427",2,"simultaneous",2,3
"15.818594",1,"simultaneous",2,3
"16.363537",3,"simultaneous",2,3
"16.412880",2,"simultaneous",2,3
"16.425579",1,"simultaneous",2,3
"16.941860",3,"simultaneous",2,3
"17.033651",1,"simultaneous",2,3
"17.041269",2,"simultaneous",2,3
"3.050522",1,"seq_c",99,1
"3.779410",1,"seq_c",99,1
"4.557642",1,"seq_c",99,1
"5.319909",1,"seq_c",99,1
"6.085805",1,"seq_c",99,1
"6.858594",1,"seq_c",99,1
"7.570068",1,"seq_c",99,1
"8.309115",1,"seq_c",99,1
"9.031474",1,"seq_c",99,1
"9.847438",1,"seq_c",99,1
"10.599546",1,"seq_c",99,1
"11.385397",1,"seq_c",99,1
"12.091065",1,"seq_c",99,1
"12.858050",1,"seq_c",99,1
"13.594920",1,"seq_c",99,1
"14.258141",1,"seq_c",99,1
"14.937687",1,"seq_c",99,1
"15.687619",1,"seq_c",99,1
"16.473469",1,"seq_c",99,1
"17.250975",1,"seq_c",99,1
"18.020498",1,"seq_c",99,1
"18.769705",1,"seq_c",99,1
"19.490612",1,"seq_c",99,1
"20.197733",1,"seq_c",99,1
"3.083175",1,"seq_c",99,2
"4.054422",1,"seq_c",99,2
"4.965079",1,"seq_c",99,2
"5.903311",1,"seq_c",99,2
"6.727256",1,"seq_c",99,2
"7.616145",1,"seq_c",99,2
"8.457869",1,"seq_c",99,2
"9.270567",1,"seq_c",99,2
"10.043356",1,"seq_c",99,2
"10.874557",1,"seq_c",99,2
"11.650612",1,"seq_c",99,2
"12.392200",1,"seq_c",99,2
"13.106938",1,"seq_c",99,2
"13.929070",1,"seq_c",99,2
"14.598458",1,"seq_c",99,2
"15.361089",1,"seq_c",99,2
"16.095783",1,"seq_c",99,2
"16.917551",1,"seq_c",99,2
"17.608345",1,"seq_c",99,2
"18.386938",1,"seq_c",99,2
"19.187302",1,"seq_c",99,2
"19.953922",1,"seq_c",99,2
"20.579773",1,"seq_c",99,2
"21.360182",1,"seq_c",99,2
"11.422041",1,"seq_c",99,3
"12.088163",1,"seq_c",99,3
"12.855873",1,"seq_c",99,3
"13.665668",1,"seq_c",99,3
"14.478368",1,"seq_c",99,3
"15.290703",1,"seq_c",99,3
"16.193378",1,"seq_c",99,3
"17.036917",1,"seq_c",99,3
"17.910566",1,"seq_c",99,3
"18.711292",1,"seq_c",99,3
"19.496780",1,"seq_c",99,3
"20.272108",1,"seq_c",99,3
"20.979954",1,"seq_c",99,3
"21.830748",1,"seq_c",99,3
"22.591564",1,"seq_c",99,3
"23.397007",1,"seq_c",99,3
"24.194830",1,"seq_c",99,3
"25.003174",1,"seq_c",99,3
"25.728073",1,"seq_c",99,3
"26.598095",1,"seq_c",99,3
"27.429661",1,"seq_c",99,3
"28.229298",1,"seq_c",99,3
"29.048527",1,"seq_c",99,3
"29.860498",1,"seq_c",99,3
